instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note
p2,1251,25,dominant,0,124,182,1.0,1.4677,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.30074,0.98831,0,massA=0.297 massB=0.691
p2,523,17,gain,0,117,362,0.42,1.2995,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.01591,0.99451,0,massA=0.0158 massB=0.979
p2,196,6,gain,0,94,101,0.71,0.7629,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.8706,0.87336,0,massA=0.113 massB=0.76
p2,1121,37,gain,0,151,252,0.68,1.1348,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.13661,0.98171,0,massA=0.134 massB=0.848
p2,673,22,gain,0,81,163,0.72,1.4489,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03114,0.99445,0,massA=0.031 massB=0.963
p2,775,25,mixed,124,124,207,0.76,1.2687,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.25982,0.96253,0,massA=0.25 massB=0.712
p2,1021,34,neutral,0,52,96,0.63,1.1631,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.31405,0.99282,0,massA=0.312 massB=0.681
p2,903,30,neutral,0,149,447,0.26,0.78,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.01799,0.99736,0,massA=0.0179 massB=0.979
p2,1067,35,gain,0,91,133,0.68,0.9938,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.10302,0.92809,0,massA=0.0956 massB=0.832
p2,1056,35,neutral,0,91,133,0.68,0.9938,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99115,0.97359,0,massA=0.00861 massB=0.965
p2,820,27,gain,0,166,433,0.53,1.3825,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.72487,0.97925,0,massA=0.269 massB=0.71
p2,86,2,mixed,162,162,661,0.26,1.0609,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.76065,0.86363,0,massA=0.207 massB=0.657
p2,334,11,neutral,0,54,68,0.81,1.02,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.62978,0.99206,0,massA=0.367 massB=0.625
p2,102,3,gain,0,46,158,0.33,1.1335,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98951,0.99361,0,massA=0.0104 massB=0.983
p2,1172,39,neutral,0,178,567,0.32,1.0193,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98347,0.99787,0,massA=0.0165 massB=0.981
p2,205,6,mixed,94,94,101,0.71,0.7629,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.19931,0.96637,0,massA=0.193 massB=0.774
p2,898,29,mixed,79,79,81,0.83,0.851,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.97344,0.95089,0,massA=0.0253 massB=0.926
p2,524,17,gain,0,117,362,0.42,1.2995,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.6549,0.87109,0,massA=0.301 massB=0.57
p2,738,24,gain,0,168,214,0.76,0.9681,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99014,0.7753,0,massA=0.00764 massB=0.768
p2,1099,36,gain,0,98,227,0.47,1.0887,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02596,0.96395,0,massA=0.025 massB=0.939
p2,918,30,gain,0,149,447,0.26,0.78,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98321,0.7734,0,massA=0.013 massB=0.76
p2,273,9,neutral,0,49,153,0.26,0.8118,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.01744,0.99771,0,massA=0.0174 massB=0.98
p2,331,11,neutral,0,54,68,0.81,1.02,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.37754,0.99319,0,massA=0.375 massB=0.618
p2,500,16,mixed,139,139,234,0.6,1.0101,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.89181,0.96178,0,massA=0.104 massB=0.858
p2,28,0,mixed,186,186,984,0.26,1.3755,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99277,0.95567,0,massA=0.00691 massB=0.949
p2,440,14,mixed,81,81,201,0.68,1.6874,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.95728,0.95441,0,massA=0.0408 massB=0.914
p2,411,13,mixed,72,72,88,0.64,0.7822,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.13117,0.98238,0,massA=0.129 massB=0.854
p2,750,25,neutral,0,124,207,0.76,1.2687,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.95728,0.98409,0,massA=0.042 massB=0.942
p2,642,21,gain,0,106,206,0.73,1.4187,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98776,0.99365,0,massA=0.0122 massB=0.981
p2,1006,33,gain,0,142,446,0.53,1.6646,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.92841,0.82555,0,massA=0.0591 massB=0.766
p2,944,31,gain,0,51,151,0.29,0.8586,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.60393,0.94888,0,massA=0.376 massB=0.573
p2,798,26,gain,0,59,151,0.36,0.9214,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98572,0.86202,0,massA=0.0123 massB=0.85
p2,774,25,mixed,124,124,207,0.76,1.2687,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.96862,0.9093,0,massA=0.0285 massB=0.881
p2,955,31,mixed,51,51,151,0.29,0.8586,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.23652,0.96218,0,massA=0.228 massB=0.735
p2,1071,35,mixed,91,91,133,0.68,0.9938,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.21207,0.97546,0,massA=0.207 massB=0.769
p2,972,32,gain,0,131,236,0.57,1.0269,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98943,0.98909,0,massA=0.0105 massB=0.979
p2,638,21,neutral,0,106,206,0.73,1.4187,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.90731,0.99123,0,massA=0.0919 massB=0.899
p2,236,7,mixed,63,63,98,0.64,0.9956,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.84797,0.88188,0,massA=0.134 massB=0.748
p2,336,11,neutral,0,54,68,0.81,1.02,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98728,0.97823,0,massA=0.0124 massB=0.966
p2,768,25,gain,0,124,207,0.76,1.2687,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99022,0.86089,0,massA=0.00842 massB=0.852
p2,228,7,gain,0,63,98,0.64,0.9956,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98334,0.87142,0,massA=0.0145 massB=0.857
p2,579,19,neutral,0,64,122,0.49,0.9341,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.04085,0.98991,0,massA=0.0404 massB=0.949
p2,145,4,mixed,29,29,71,0.55,1.3466,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.2814,0.9713,0,massA=0.273 massB=0.698
p2,1273,36,dominant,0,98,155,1.0,1.5816,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.32766,0.94229,0,massA=0.309 massB=0.634
p2,199,6,gain,0,94,101,0.71,0.7629,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03905,0.95559,0,massA=0.0373 massB=0.918
p2,907,30,neutral,0,149,447,0.26,0.78,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.10595,0.98054,0,massA=0.104 massB=0.877
p2,369,12,neutral,0,164,541,0.38,1.2535,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02557,0.97539,0,massA=0.0249 massB=0.95
p2,95,3,neutral,0,46,158,0.33,1.1335,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.25386,0.99535,0,massA=0.253 massB=0.743
p2,1085,36,neutral,0,98,227,0.47,1.0887,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.19193,0.99609,0,massA=0.191 massB=0.805
p2,842,28,neutral,0,132,181,0.76,1.0421,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99366,0.99738,0,massA=0.00632 massB=0.991
p2,320,10,mixed,111,111,278,0.58,1.4526,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.95631,0.94544,0,massA=0.0413 massB=0.904
p2,917,30,gain,0,149,447,0.26,0.78,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.0507,0.92811,0,massA=0.0471 massB=0.881
p2,169,5,gain,0,162,381,0.46,1.0819,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.01869,0.89562,0,massA=0.0167 massB=0.879
p2,165,5,gain,0,162,381,0.46,1.0819,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.20181,0.98395,0,massA=0.199 massB=0.785
p2,298,9,mixed,49,49,153,0.26,0.8118,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98117,0.93703,0,massA=0.0176 massB=0.919
p2,486,16,neutral,0,139,234,0.6,1.0101,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.97838,0.97509,0,massA=0.0211 massB=0.954
p2,650,21,mixed,106,106,206,0.73,1.4187,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.96124,0.96459,0,massA=0.0374 massB=0.927
p2,13,0,gain,0,186,984,0.26,1.3755,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.01566,0.99487,0,massA=0.0156 massB=0.979
p2,797,26,gain,0,59,151,0.36,0.9214,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.06513,0.94701,0,massA=0.0617 massB=0.885
p2,300,10,neutral,0,111,278,0.58,1.4526,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.85585,0.98139,0,massA=0.141 massB=0.84
p2,179,5,mixed,162,162,381,0.46,1.0819,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.09947,0.89325,0,massA=0.0889 massB=0.804
p2,450,15,neutral,0,82,113,0.74,1.0198,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.93991,0.98407,0,massA=0.0591 massB=0.925
p2,99,3,neutral,0,46,158,0.33,1.1335,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02801,0.98596,0,massA=0.0276 massB=0.958
p2,391,13,neutral,0,72,88,0.64,0.7822,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.30404,0.99341,0,massA=0.302 massB=0.691
p2,1066,35,gain,0,91,133,0.68,0.9938,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.90053,0.87971,0,massA=0.0875 massB=0.792
p2,472,15,mixed,82,82,113,0.74,1.0198,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99546,0.98377,0,massA=0.00446 massB=0.979
p2,1214,7,dominant,0,63,81,1.0,1.2857,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.89912,0.99601,0,massA=0.1 massB=0.896
p2,248,8,neutral,0,62,263,0.33,1.3998,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.82446,0.9925,0,massA=0.174 massB=0.818
p2,1271,35,dominant,0,91,107,1.0,1.1758,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.30074,0.93623,0,massA=0.282 massB=0.655
p2,451,15,neutral,0,82,113,0.74,1.0198,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.3522,0.9924,0,massA=0.35 massB=0.643
p2,174,5,mixed,162,162,381,0.46,1.0819,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.96979,0.93511,0,massA=0.0283 massB=0.907
p2,878,29,neutral,0,79,81,0.83,0.851,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.90053,0.99185,0,massA=0.0987 massB=0.893
p2,373,12,gain,0,164,541,0.38,1.2535,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02162,0.99426,0,massA=0.0215 massB=0.973
p2,508,16,mixed,139,139,234,0.6,1.0101,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.97935,0.95731,0,massA=0.0198 massB=0.938
p2,1180,39,gain,0,178,567,0.32,1.0193,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.7663,0.98111,0,massA=0.229 massB=0.752
p2,1249,24,dominant,0,168,180,1.0,1.0714,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.4111,0.93451,0,massA=0.384 massB=0.55
p2,36,1,neutral,0,58,116,0.66,1.32,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99059,0.97706,0,massA=0.0092 massB=0.968
p2,931,31,neutral,0,51,151,0.29,0.8586,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.2227,0.99384,0,massA=0.221 massB=0.773
p2,134,4,gain,0,29,71,0.55,1.3466,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.72174,0.92702,0,massA=0.258 massB=0.669
p2,543,18,neutral,0,41,61,0.58,0.8629,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03259,0.99744,0,massA=0.0325 massB=0.965
p2,613,20,gain,0,186,266,0.63,0.901,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02636,0.99467,0,massA=0.0262 massB=0.968
p2,1179,39,neutral,0,178,567,0.32,1.0193,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02822,0.98379,0,massA=0.0278 massB=0.956
p2,693,23,neutral,0,91,626,0.23,1.5822,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.0248,0.99723,0,massA=0.0247 massB=0.972
p2,1052,35,neutral,0,91,133,0.68,0.9938,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99108,0.99805,0,massA=0.0089 massB=0.989
p2,883,29,gain,0,79,81,0.83,0.851,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03309,0.99538,0,massA=0.0329 massB=0.962
p2,691,23,neutral,0,91,626,0.23,1.5822,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.21734,0.99384,0,massA=0.216 massB=0.778
p2,784,26,neutral,0,59,151,0.36,0.9214,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.47268,0.99312,0,massA=0.524 massB=0.469
p2,164,5,gain,0,162,381,0.46,1.0819,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.67918,0.85586,0,massA=0.275 massB=0.581
p2,176,5,mixed,162,162,381,0.46,1.0819,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.79819,0.8793,0,massA=0.177 massB=0.702
p2,303,10,neutral,0,111,278,0.58,1.4526,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02442,0.9975,0,massA=0.0244 massB=0.973
p2,893,29,mixed,79,79,81,0.83,0.851,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.12765,0.99524,0,massA=0.127 massB=0.868
p2,479,15,mixed,82,82,113,0.74,1.0198,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.12421,0.89855,0,massA=0.112 massB=0.787
p2,125,4,neutral,0,29,71,0.55,1.3466,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.26894,0.9952,0,massA=0.268 massB=0.728
p2,161,5,gain,0,162,381,0.46,1.0819,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.11124,0.98021,0,massA=0.109 massB=0.871
p2,107,3,gain,0,46,158,0.33,1.1335,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.09401,0.9533,0,massA=0.0896 massB=0.864
p2,1171,39,neutral,0,178,567,0.32,1.0193,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.21469,0.99381,0,massA=0.213 massB=0.78
p2,633,21,neutral,0,106,206,0.73,1.4187,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.05108,0.99612,0,massA=0.0509 massB=0.945
p2,619,20,gain,0,186,266,0.63,0.901,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02931,0.89805,0,massA=0.0263 massB=0.872
p2,724,24,neutral,0,168,214,0.76,0.9681,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.51172,0.99087,0,massA=0.484 massB=0.507
p2,964,32,neutral,0,131,236,0.57,1.0269,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.56985,0.99265,0,massA=0.427 massB=0.566
p2,535,17,mixed,117,117,362,0.42,1.2995,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.22542,0.96283,0,massA=0.217 massB=0.746
p2,1247,23,dominant,0,91,132,1.0,1.4505,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.20947,0.98383,0,massA=0.206 massB=0.778
p2,1237,18,dominant,0,41,88,1.0,2.1463,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.25982,0.89893,0,massA=0.234 massB=0.665
p2,1015,33,mixed,142,142,446,0.53,1.6646,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.27202,0.95247,0,massA=0.259 massB=0.693
p2,905,30,neutral,0,149,447,0.26,0.78,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.14609,0.99547,0,massA=0.145 massB=0.85
p2,261,8,mixed,62,62,263,0.33,1.3998,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.20947,0.98246,0,massA=0.206 massB=0.777
p2,602,20,neutral,0,186,266,0.63,0.901,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99029,0.99762,0,massA=0.00969 massB=0.988
p2,1230,15,dominant,0,82,114,1.0,1.3902,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.90797,0.99569,0,massA=0.0916 massB=0.904
p2,965,32,neutral,0,131,236,0.57,1.0269,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.23935,0.99444,0,massA=0.238 massB=0.756
p2,808,26,mixed,59,59,151,0.36,0.9214,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98188,0.94609,0,massA=0.0171 massB=0.929
p2,679,22,gain,0,81,163,0.72,1.4489,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.0341,0.94637,0,massA=0.0323 massB=0.914
p2,830,27,mixed,166,166,433,0.53,1.3825,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.95362,0.9535,0,massA=0.0442 massB=0.909
p2,753,25,neutral,0,124,207,0.76,1.2687,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.02405,0.99729,0,massA=0.024 massB=0.973
p2,655,21,mixed,106,106,206,0.73,1.4187,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.31069,0.97806,0,massA=0.304 massB=0.674
p2,84,2,mixed,162,162,661,0.26,1.0609,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.96432,0.90134,0,massA=0.0322 massB=0.869
p2,1234,17,dominant,0,117,129,1.0,1.1026,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.91611,0.98945,0,massA=0.083 massB=0.906
p2,242,8,neutral,0,62,263,0.33,1.3998,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.96691,0.99765,0,massA=0.033 massB=0.965
p2,1228,14,dominant,0,81,135,1.0,1.6667,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.91429,0.99589,0,massA=0.0854 massB=0.911
p2,78,2,gain,0,162,661,0.26,1.0609,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98469,0.77378,0,massA=0.0118 massB=0.762
p2,504,16,mixed,139,139,234,0.6,1.0101,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.92944,0.95322,0,massA=0.0673 massB=0.886
p2,823,27,gain,0,166,433,0.53,1.3825,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03021,0.99593,0,massA=0.0301 massB=0.966
p2,167,5,gain,0,162,381,0.46,1.0819,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.10448,0.93989,0,massA=0.0982 massB=0.842
p2,873,29,neutral,0,79,81,0.83,0.851,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.04272,0.9973,0,massA=0.0426 massB=0.955
p2,814,27,neutral,0,166,433,0.53,1.3825,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.55061,0.99338,0,massA=0.446 massB=0.547
p2,729,24,neutral,0,168,214,0.76,0.9681,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.05108,0.97826,0,massA=0.05 massB=0.928
p2,606,20,neutral,0,186,266,0.63,0.901,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98849,0.97095,0,massA=0.0112 massB=0.96
p2,562,18,mixed,41,41,61,0.58,0.8629,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98999,0.98431,0,massA=0.00986 massB=0.974
p2,547,18,neutral,0,41,61,0.58,0.8629,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.25683,0.98464,0,massA=0.253 massB=0.732
p2,1029,34,neutral,0,52,96,0.63,1.1631,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.0321,0.98553,0,massA=0.0316 massB=0.954
p2,461,15,gain,0,82,113,0.74,1.0198,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.10971,0.96364,0,massA=0.106 massB=0.858
p2,140,4,mixed,29,29,71,0.55,1.3466,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.93391,0.95253,0,massA=0.0629 massB=0.89
p2,223,7,gain,0,63,98,0.64,0.9956,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.04024,0.99498,0,massA=0.04 massB=0.955
p2,966,32,neutral,0,131,236,0.57,1.0269,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98188,0.9728,0,massA=0.0176 massB=0.955
p2,614,20,gain,0,186,266,0.63,0.901,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.75201,0.81716,0,massA=0.203 massB=0.615
p2,367,12,neutral,0,164,541,0.38,1.2535,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.14034,0.9833,0,massA=0.138 massB=0.845
p2,439,14,gain,0,81,201,0.68,1.6874,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03309,0.96694,0,massA=0.032 massB=0.935
p2,358,11,mixed,54,54,68,0.81,1.02,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98073,0.9606,0,massA=0.0185 massB=0.942
p2,569,18,mixed,41,41,61,0.58,0.8629,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.08632,0.89303,0,massA=0.0771 massB=0.816
p2,1125,37,gain,0,151,252,0.68,1.1348,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.20689,0.98892,0,massA=0.205 massB=0.784
p2,874,29,neutral,0,79,81,0.83,0.851,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.56218,0.99132,0,massA=0.434 massB=0.557
p2,157,5,neutral,0,162,381,0.46,1.0819,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.19683,0.98656,0,massA=0.194 massB=0.792
p2,1142,38,neutral,0,183,609,0.38,1.2646,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.97595,0.99733,0,massA=0.024 massB=0.973
p2,188,6,neutral,0,94,101,0.71,0.7629,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.90991,0.9875,0,massA=0.089 massB=0.899
p2,327,10,mixed,111,111,278,0.58,1.4526,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.16886,0.87473,0,massA=0.148 massB=0.727
p2,838,27,mixed,166,166,433,0.53,1.3825,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99206,0.95398,0,massA=0.00757 massB=0.946
p2,811,27,neutral,0,166,433,0.53,1.3825,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.26588,0.99278,0,massA=0.264 massB=0.729
p2,1060,35,gain,0,91,133,0.68,0.9938,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.73716,0.9774,0,massA=0.257 massB=0.72
p2,185,6,neutral,0,94,101,0.71,0.7629,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.43398,0.99514,0,massA=0.432 massB=0.563
p2,155,5,neutral,0,162,381,0.46,1.0819,2,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.25983,0.99538,0,massA=0.259 massB=0.737
p2,533,17,mixed,117,117,362,0.42,1.2995,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.13296,0.98849,0,massA=0.131 massB=0.857
p2,1118,37,neutral,0,151,252,0.68,1.1348,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.96036,0.98534,0,massA=0.0391 massB=0.946
p2,1192,39,mixed,178,178,567,0.32,1.0193,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99509,0.98187,0,massA=0.00482 massB=0.977
p2,692,23,neutral,0,91,626,0.23,1.5822,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.97649,0.99773,0,massA=0.0235 massB=0.974
p2,582,19,gain,0,64,122,0.49,0.9341,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.98516,0.99522,0,massA=0.0148 massB=0.98
p2,852,28,gain,0,132,181,0.76,1.0421,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99101,0.99114,0,massA=0.00891 massB=0.982
p2,667,22,neutral,0,81,163,0.72,1.4489,3,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.21734,0.9857,0,massA=0.214 massB=0.771
p2,716,23,mixed,91,91,626,0.23,1.5822,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.72175,0.86067,0,massA=0.239 massB=0.621
p2,1090,36,gain,0,98,227,0.47,1.0887,0,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.70253,0.99065,0,massA=0.295 massB=0.696
p2,424,14,neutral,0,81,201,0.68,1.6874,2,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.6549,0.99265,0,massA=0.343 massB=0.65
p2,676,22,gain,0,81,163,0.72,1.4489,3,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.90927,0.88127,0,massA=0.08 massB=0.801
p2,189,6,neutral,0,94,101,0.71,0.7629,4,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.06009,0.99039,0,massA=0.0595 massB=0.931
p2,151,5,neutral,0,162,381,0.46,1.0819,0,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.30736,0.99432,0,massA=0.306 massB=0.689
p2,952,31,mixed,51,51,151,0.29,0.8586,1,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99218,0.98503,0,massA=0.0077 massB=0.977
p2,563,18,mixed,41,41,61,0.58,0.8629,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.11437,0.99299,0,massA=0.114 massB=0.879
p2,178,5,mixed,162,162,381,0.46,1.0819,4,True,B,allenai/OLMo-2-1124-7B-Instruct,chat,0.99224,0.95499,0,massA=0.00741 massB=0.948
p2,1033,34,gain,0,52,96,0.63,1.1631,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.03114,0.9956,0,massA=0.031 massB=0.965
p2,863,28,mixed,132,132,181,0.76,1.0421,1,False,A,allenai/OLMo-2-1124-7B-Instruct,chat,0.13117,0.99298,0,massA=0.13 massB=0.863
