instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,prompt
p2,84,2,mixed,162,162,661,0.26,1.0609,2,True,B,"You have been given $162 up front. Consider the following pair and select one.
Alternative A: keep your $162 with no change
Alternative B: a 26% chance to rise to $661 (a gain of $499) and a 74% chance to drop to $0 (a loss of $162)
Select the alternative you would rather have."
p2,1234,17,dominant,0,117,129,1.0,1.1026,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $117 for certain
Term B: receive $129 for certain
Decide which term you take."
p2,242,8,neutral,0,62,263,0.33,1.3998,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $62 for certain
Arrangement B: receive $263 with 33% probability, and $0 with 67% probability
Which arrangement do you take?"
p2,1228,14,dominant,0,81,135,1.0,1.6667,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $81 for certain
Arrangement B: receive $135 for certain
Which arrangement do you take?"
p2,78,2,gain,0,162,661,0.26,1.0609,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $162
Term B: a 26% chance to gain $661 and a 74% chance to gain nothing
Decide which term you take."
p2,504,16,mixed,139,139,234,0.6,1.0101,2,True,B,"You have been given $139 up front. Consider the following pair and select one.
Alternative A: keep your $139 with no change
Alternative B: a 60% chance to rise to $234 (a gain of $95) and a 40% chance to drop to $0 (a loss of $139)
Select the alternative you would rather have."
p2,823,27,gain,0,166,433,0.53,1.3825,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 53% chance to gain $433 and a 47% chance to gain nothing
Arrangement B: a certain gain of $166
Which arrangement do you take?"
p2,167,5,gain,0,162,381,0.46,1.0819,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 46% chance to gain $381 and a 54% chance to gain nothing
Outcome B: a certain gain of $162
Choose the outcome you want."
p2,873,29,neutral,0,79,81,0.83,0.851,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $81 with 83% probability, and $0 with 17% probability
Arrangement B: receive $79 for certain
Which arrangement do you take?"
p2,814,27,neutral,0,166,433,0.53,1.3825,2,True,B,"Consider the following pair and select one.
Alternative A: receive $166 for certain
Alternative B: receive $433 with 53% probability, and $0 with 47% probability
Select the alternative you would rather have."
p2,729,24,neutral,0,168,214,0.76,0.9681,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $214 with 76% probability, and $0 with 24% probability
Term B: receive $168 for certain
Decide which term you take."
p2,606,20,neutral,0,186,266,0.63,0.901,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $186 for certain
Outcome B: receive $266 with 63% probability, and $0 with 37% probability
Choose the outcome you want."
p2,562,18,mixed,41,41,61,0.58,0.8629,1,True,B,"You have been given $41 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $41 with no change
Arrangement B: a 58% chance to rise to $61 (a gain of $20) and a 42% chance to drop to $0 (a loss of $41)
Which arrangement do you take?"
p2,547,18,neutral,0,41,61,0.58,0.8629,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $61 with 58% probability, and $0 with 42% probability
Outcome B: receive $41 for certain
Choose the outcome you want."
p2,1029,34,neutral,0,52,96,0.63,1.1631,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $96 with 63% probability, and $0 with 37% probability
Term B: receive $52 for certain
Decide which term you take."
p2,461,15,gain,0,82,113,0.74,1.0198,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 74% chance to gain $113 and a 26% chance to gain nothing
Option B: a certain gain of $82
Pick the option you prefer."
p2,140,4,mixed,29,29,71,0.55,1.3466,0,True,B,"You have been given $29 up front. You must pick one of two payment options.
Option A: keep your $29 with no change
Option B: a 55% chance to rise to $71 (a gain of $42) and a 45% chance to drop to $0 (a loss of $29)
Pick the option you prefer."
p2,223,7,gain,0,63,98,0.64,0.9956,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 64% chance to gain $98 and a 36% chance to gain nothing
Arrangement B: a certain gain of $63
Which arrangement do you take?"
p2,966,32,neutral,0,131,236,0.57,1.0269,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $131 for certain
Outcome B: receive $236 with 57% probability, and $0 with 43% probability
Choose the outcome you want."
p2,614,20,gain,0,186,266,0.63,0.901,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $186
Alternative B: a 63% chance to gain $266 and a 37% chance to gain nothing
Select the alternative you would rather have."
p2,367,12,neutral,0,164,541,0.38,1.2535,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $541 with 38% probability, and $0 with 62% probability
Outcome B: receive $164 for certain
Choose the outcome you want."
p2,439,14,gain,0,81,201,0.68,1.6874,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 68% chance to gain $201 and a 32% chance to gain nothing
Term B: a certain gain of $81
Decide which term you take."
p2,358,11,mixed,54,54,68,0.81,1.02,4,True,B,"You have been given $54 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $54 with no change
Term B: a 81% chance to rise to $68 (a gain of $14) and a 19% chance to drop to $0 (a loss of $54)
Decide which term you take."
p2,569,18,mixed,41,41,61,0.58,0.8629,4,False,A,"You have been given $41 up front. A counterparty offers a one-time decision between two terms.
Term A: a 58% chance to rise to $61 (a gain of $20) and a 42% chance to drop to $0 (a loss of $41)
Term B: keep your $41 with no change
Decide which term you take."
p2,1125,37,gain,0,151,252,0.68,1.1348,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 68% chance to gain $252 and a 32% chance to gain nothing
Alternative B: a certain gain of $151
Select the alternative you would rather have."
p2,874,29,neutral,0,79,81,0.83,0.851,2,True,B,"Consider the following pair and select one.
Alternative A: receive $79 for certain
Alternative B: receive $81 with 83% probability, and $0 with 17% probability
Select the alternative you would rather have."
p2,157,5,neutral,0,162,381,0.46,1.0819,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $381 with 46% probability, and $0 with 54% probability
Outcome B: receive $162 for certain
Choose the outcome you want."
p2,1142,38,neutral,0,183,609,0.38,1.2646,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $183 for certain
Arrangement B: receive $609 with 38% probability, and $0 with 62% probability
Which arrangement do you take?"
p2,188,6,neutral,0,94,101,0.71,0.7629,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $94 for certain
Term B: receive $101 with 71% probability, and $0 with 29% probability
Decide which term you take."
p2,327,10,mixed,111,111,278,0.58,1.4526,3,False,A,"You have been given $111 up front. You are entitled to one of two outcomes.
Outcome A: a 58% chance to rise to $278 (a gain of $167) and a 42% chance to drop to $0 (a loss of $111)
Outcome B: keep your $111 with no change
Choose the outcome you want."
p2,838,27,mixed,166,166,433,0.53,1.3825,4,True,B,"You have been given $166 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $166 with no change
Term B: a 53% chance to rise to $433 (a gain of $267) and a 47% chance to drop to $0 (a loss of $166)
Decide which term you take."
p2,811,27,neutral,0,166,433,0.53,1.3825,0,False,A,"You must pick one of two payment options.
Option A: receive $433 with 53% probability, and $0 with 47% probability
Option B: receive $166 for certain
Pick the option you prefer."
p2,1060,35,gain,0,91,133,0.68,0.9938,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $91
Option B: a 68% chance to gain $133 and a 32% chance to gain nothing
Pick the option you prefer."
p2,185,6,neutral,0,94,101,0.71,0.7629,2,False,A,"Consider the following pair and select one.
Alternative A: receive $101 with 71% probability, and $0 with 29% probability
Alternative B: receive $94 for certain
Select the alternative you would rather have."
p2,155,5,neutral,0,162,381,0.46,1.0819,2,False,A,"Consider the following pair and select one.
Alternative A: receive $381 with 46% probability, and $0 with 54% probability
Alternative B: receive $162 for certain
Select the alternative you would rather have."
p2,533,17,mixed,117,117,362,0.42,1.2995,1,False,A,"You have been given $117 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 42% chance to rise to $362 (a gain of $245) and a 58% chance to drop to $0 (a loss of $117)
Arrangement B: keep your $117 with no change
Which arrangement do you take?"
p2,1118,37,neutral,0,151,252,0.68,1.1348,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $151 for certain
Term B: receive $252 with 68% probability, and $0 with 32% probability
Decide which term you take."
p2,1192,39,mixed,178,178,567,0.32,1.0193,1,True,B,"You have been given $178 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $178 with no change
Arrangement B: a 32% chance to rise to $567 (a gain of $389) and a 68% chance to drop to $0 (a loss of $178)
Which arrangement do you take?"
p2,692,23,neutral,0,91,626,0.23,1.5822,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $91 for certain
Arrangement B: receive $626 with 23% probability, and $0 with 77% probability
Which arrangement do you take?"
p2,582,19,gain,0,64,122,0.49,0.9341,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $64
Arrangement B: a 49% chance to gain $122 and a 51% chance to gain nothing
Which arrangement do you take?"
p2,852,28,gain,0,132,181,0.76,1.0421,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $132
Arrangement B: a 76% chance to gain $181 and a 24% chance to gain nothing
Which arrangement do you take?"
p2,667,22,neutral,0,81,163,0.72,1.4489,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $163 with 72% probability, and $0 with 28% probability
Outcome B: receive $81 for certain
Choose the outcome you want."
p2,716,23,mixed,91,91,626,0.23,1.5822,3,True,B,"You have been given $91 up front. You are entitled to one of two outcomes.
Outcome A: keep your $91 with no change
Outcome B: a 23% chance to rise to $626 (a gain of $535) and a 77% chance to drop to $0 (a loss of $91)
Choose the outcome you want."
p2,1090,36,gain,0,98,227,0.47,1.0887,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $98
Option B: a 47% chance to gain $227 and a 53% chance to gain nothing
Pick the option you prefer."
p2,424,14,neutral,0,81,201,0.68,1.6874,2,True,B,"Consider the following pair and select one.
Alternative A: receive $81 for certain
Alternative B: receive $201 with 68% probability, and $0 with 32% probability
Select the alternative you would rather have."
p2,676,22,gain,0,81,163,0.72,1.4489,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $81
Outcome B: a 72% chance to gain $163 and a 28% chance to gain nothing
Choose the outcome you want."
p2,189,6,neutral,0,94,101,0.71,0.7629,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $101 with 71% probability, and $0 with 29% probability
Term B: receive $94 for certain
Decide which term you take."
p2,151,5,neutral,0,162,381,0.46,1.0819,0,False,A,"You must pick one of two payment options.
Option A: receive $381 with 46% probability, and $0 with 54% probability
Option B: receive $162 for certain
Pick the option you prefer."
p2,952,31,mixed,51,51,151,0.29,0.8586,1,True,B,"You have been given $51 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $51 with no change
Arrangement B: a 29% chance to rise to $151 (a gain of $100) and a 71% chance to drop to $0 (a loss of $51)
Which arrangement do you take?"
p2,563,18,mixed,41,41,61,0.58,0.8629,1,False,A,"You have been given $41 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 58% chance to rise to $61 (a gain of $20) and a 42% chance to drop to $0 (a loss of $41)
Arrangement B: keep your $41 with no change
Which arrangement do you take?"
p2,178,5,mixed,162,162,381,0.46,1.0819,4,True,B,"You have been given $162 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $162 with no change
Term B: a 46% chance to rise to $381 (a gain of $219) and a 54% chance to drop to $0 (a loss of $162)
Decide which term you take."
p2,1033,34,gain,0,52,96,0.63,1.1631,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 63% chance to gain $96 and a 37% chance to gain nothing
Arrangement B: a certain gain of $52
Which arrangement do you take?"
p2,863,28,mixed,132,132,181,0.76,1.0421,1,False,A,"You have been given $132 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 76% chance to rise to $181 (a gain of $49) and a 24% chance to drop to $0 (a loss of $132)
Arrangement B: keep your $132 with no change
Which arrangement do you take?"
p2,402,13,gain,0,72,88,0.64,0.7822,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $72
Arrangement B: a 64% chance to gain $88 and a 36% chance to gain nothing
Which arrangement do you take?"
p2,675,22,gain,0,81,163,0.72,1.4489,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 72% chance to gain $163 and a 28% chance to gain nothing
Alternative B: a certain gain of $81
Select the alternative you would rather have."
p2,187,6,neutral,0,94,101,0.71,0.7629,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $101 with 71% probability, and $0 with 29% probability
Outcome B: receive $94 for certain
Choose the outcome you want."
p2,805,26,mixed,59,59,151,0.36,0.9214,2,False,A,"You have been given $59 up front. Consider the following pair and select one.
Alternative A: a 36% chance to rise to $151 (a gain of $92) and a 64% chance to drop to $0 (a loss of $59)
Alternative B: keep your $59 with no change
Select the alternative you would rather have."
p2,1084,36,neutral,0,98,227,0.47,1.0887,2,True,B,"Consider the following pair and select one.
Alternative A: receive $98 for certain
Alternative B: receive $227 with 47% probability, and $0 with 53% probability
Select the alternative you would rather have."
p2,825,27,gain,0,166,433,0.53,1.3825,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 53% chance to gain $433 and a 47% chance to gain nothing
Alternative B: a certain gain of $166
Select the alternative you would rather have."
p2,1116,37,neutral,0,151,252,0.68,1.1348,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $151 for certain
Outcome B: receive $252 with 68% probability, and $0 with 32% probability
Choose the outcome you want."
p2,1132,37,mixed,151,151,252,0.68,1.1348,1,True,B,"You have been given $151 up front. Two arrangements are available and you take exactly one.
Arrangement A: keep your $151 with no change
Arrangement B: a 68% chance to rise to $252 (a gain of $101) and a 32% chance to drop to $0 (a loss of $151)
Which arrangement do you take?"
p2,512,17,neutral,0,117,362,0.42,1.2995,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $117 for certain
Arrangement B: receive $362 with 42% probability, and $0 with 58% probability
Which arrangement do you take?"
p2,815,27,neutral,0,166,433,0.53,1.3825,2,False,A,"Consider the following pair and select one.
Alternative A: receive $433 with 53% probability, and $0 with 47% probability
Alternative B: receive $166 for certain
Select the alternative you would rather have."
p2,574,19,neutral,0,64,122,0.49,0.9341,2,True,B,"Consider the following pair and select one.
Alternative A: receive $64 for certain
Alternative B: receive $122 with 49% probability, and $0 with 51% probability
Select the alternative you would rather have."
p2,698,23,neutral,0,91,626,0.23,1.5822,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $91 for certain
Term B: receive $626 with 23% probability, and $0 with 77% probability
Decide which term you take."
p2,910,30,gain,0,149,447,0.26,0.78,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $149
Option B: a 26% chance to gain $447 and a 74% chance to gain nothing
Pick the option you prefer."
p2,843,28,neutral,0,132,181,0.76,1.0421,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $181 with 76% probability, and $0 with 24% probability
Arrangement B: receive $132 for certain
Which arrangement do you take?"
p2,527,17,gain,0,117,362,0.42,1.2995,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 42% chance to gain $362 and a 58% chance to gain nothing
Outcome B: a certain gain of $117
Choose the outcome you want."
p2,1187,39,gain,0,178,567,0.32,1.0193,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 32% chance to gain $567 and a 68% chance to gain nothing
Outcome B: a certain gain of $178
Choose the outcome you want."
p2,1092,36,gain,0,98,227,0.47,1.0887,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $98
Arrangement B: a 47% chance to gain $227 and a 53% chance to gain nothing
Which arrangement do you take?"
p2,1002,33,gain,0,142,446,0.53,1.6646,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $142
Arrangement B: a 53% chance to gain $446 and a 47% chance to gain nothing
Which arrangement do you take?"
p2,285,9,gain,0,49,153,0.26,0.8118,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 26% chance to gain $153 and a 74% chance to gain nothing
Alternative B: a certain gain of $49
Select the alternative you would rather have."
p2,245,8,neutral,0,62,263,0.33,1.3998,2,False,A,"Consider the following pair and select one.
Alternative A: receive $263 with 33% probability, and $0 with 67% probability
Alternative B: receive $62 for certain
Select the alternative you would rather have."
p2,1181,39,gain,0,178,567,0.32,1.0193,0,False,A,"You are starting from $0. You must pick one of two payment options.
Option A: a 32% chance to gain $567 and a 68% chance to gain nothing
Option B: a certain gain of $178
Pick the option you prefer."
p2,130,4,gain,0,29,71,0.55,1.3466,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $29
Option B: a 55% chance to gain $71 and a 45% chance to gain nothing
Pick the option you prefer."
p2,888,29,gain,0,79,81,0.83,0.851,4,True,B,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a certain gain of $79
Term B: a 83% chance to gain $81 and a 17% chance to gain nothing
Decide which term you take."
p2,630,21,neutral,0,106,206,0.73,1.4187,0,True,B,"You must pick one of two payment options.
Option A: receive $106 for certain
Option B: receive $206 with 73% probability, and $0 with 27% probability
Pick the option you prefer."
p2,85,2,mixed,162,162,661,0.26,1.0609,2,False,A,"You have been given $162 up front. Consider the following pair and select one.
Alternative A: a 26% chance to rise to $661 (a gain of $499) and a 74% chance to drop to $0 (a loss of $162)
Alternative B: keep your $162 with no change
Select the alternative you would rather have."
p2,403,13,gain,0,72,88,0.64,0.7822,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 64% chance to gain $88 and a 36% chance to gain nothing
Arrangement B: a certain gain of $72
Which arrangement do you take?"
p2,1246,23,dominant,0,91,132,1.0,1.4505,0,True,B,"You must pick one of two payment options.
Option A: receive $91 for certain
Option B: receive $132 for certain
Pick the option you prefer."
p2,146,4,mixed,29,29,71,0.55,1.3466,3,True,B,"You have been given $29 up front. You are entitled to one of two outcomes.
Outcome A: keep your $29 with no change
Outcome B: a 55% chance to rise to $71 (a gain of $42) and a 45% chance to drop to $0 (a loss of $29)
Choose the outcome you want."
p2,433,14,gain,0,81,201,0.68,1.6874,1,False,A,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a 68% chance to gain $201 and a 32% chance to gain nothing
Arrangement B: a certain gain of $81
Which arrangement do you take?"
p2,1215,7,dominant,0,63,81,1.0,1.2857,2,False,A,"Consider the following pair and select one.
Alternative A: receive $81 for certain
Alternative B: receive $63 for certain
Select the alternative you would rather have."
p2,1100,36,mixed,98,98,227,0.47,1.0887,0,True,B,"You have been given $98 up front. You must pick one of two payment options.
Option A: keep your $98 with no change
Option B: a 47% chance to rise to $227 (a gain of $129) and a 53% chance to drop to $0 (a loss of $98)
Pick the option you prefer."
p2,850,28,gain,0,132,181,0.76,1.0421,0,True,B,"You are starting from $0. You must pick one of two payment options.
Option A: a certain gain of $132
Option B: a 76% chance to gain $181 and a 24% chance to gain nothing
Pick the option you prefer."
p2,197,6,gain,0,94,101,0.71,0.7629,3,False,A,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a 71% chance to gain $101 and a 29% chance to gain nothing
Outcome B: a certain gain of $94
Choose the outcome you want."
p2,565,18,mixed,41,41,61,0.58,0.8629,2,False,A,"You have been given $41 up front. Consider the following pair and select one.
Alternative A: a 58% chance to rise to $61 (a gain of $20) and a 42% chance to drop to $0 (a loss of $41)
Alternative B: keep your $41 with no change
Select the alternative you would rather have."
p2,1075,35,mixed,91,91,133,0.68,0.9938,2,False,A,"You have been given $91 up front. Consider the following pair and select one.
Alternative A: a 68% chance to rise to $133 (a gain of $42) and a 32% chance to drop to $0 (a loss of $91)
Alternative B: keep your $91 with no change
Select the alternative you would rather have."
p2,895,29,mixed,79,79,81,0.83,0.851,2,False,A,"You have been given $79 up front. Consider the following pair and select one.
Alternative A: a 83% chance to rise to $81 (a gain of $2) and a 17% chance to drop to $0 (a loss of $79)
Alternative B: keep your $79 with no change
Select the alternative you would rather have."
p2,1242,21,dominant,0,106,147,1.0,1.3868,4,True,B,"A counterparty offers a one-time decision between two terms.
Term A: receive $106 for certain
Term B: receive $147 for certain
Decide which term you take."
p2,572,19,neutral,0,64,122,0.49,0.9341,1,True,B,"Two arrangements are available and you take exactly one.
Arrangement A: receive $64 for certain
Arrangement B: receive $122 with 49% probability, and $0 with 51% probability
Which arrangement do you take?"
p2,441,14,mixed,81,81,201,0.68,1.6874,0,False,A,"You have been given $81 up front. You must pick one of two payment options.
Option A: a 68% chance to rise to $201 (a gain of $120) and a 32% chance to drop to $0 (a loss of $81)
Option B: keep your $81 with no change
Pick the option you prefer."
p2,233,7,mixed,63,63,98,0.64,0.9956,1,False,A,"You have been given $63 up front. Two arrangements are available and you take exactly one.
Arrangement A: a 64% chance to rise to $98 (a gain of $35) and a 36% chance to drop to $0 (a loss of $63)
Arrangement B: keep your $63 with no change
Which arrangement do you take?"
p2,89,2,mixed,162,162,661,0.26,1.0609,4,False,A,"You have been given $162 up front. A counterparty offers a one-time decision between two terms.
Term A: a 26% chance to rise to $661 (a gain of $499) and a 74% chance to drop to $0 (a loss of $162)
Term B: keep your $162 with no change
Decide which term you take."
p2,395,13,neutral,0,72,88,0.64,0.7822,2,False,A,"Consider the following pair and select one.
Alternative A: receive $88 with 64% probability, and $0 with 36% probability
Alternative B: receive $72 for certain
Select the alternative you would rather have."
p2,886,29,gain,0,79,81,0.83,0.851,3,True,B,"You are starting from $0. You are entitled to one of two outcomes.
Outcome A: a certain gain of $79
Outcome B: a 83% chance to gain $81 and a 17% chance to gain nothing
Choose the outcome you want."
p2,1244,22,dominant,0,81,109,1.0,1.3457,0,True,B,"You must pick one of two payment options.
Option A: receive $81 for certain
Option B: receive $109 for certain
Pick the option you prefer."
p2,1177,39,neutral,0,178,567,0.32,1.0193,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $567 with 32% probability, and $0 with 68% probability
Outcome B: receive $178 for certain
Choose the outcome you want."
p2,337,11,neutral,0,54,68,0.81,1.02,3,False,A,"You are entitled to one of two outcomes.
Outcome A: receive $68 with 81% probability, and $0 with 19% probability
Outcome B: receive $54 for certain
Choose the outcome you want."
p2,156,5,neutral,0,162,381,0.46,1.0819,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $162 for certain
Outcome B: receive $381 with 46% probability, and $0 with 54% probability
Choose the outcome you want."
p2,1055,35,neutral,0,91,133,0.68,0.9938,2,False,A,"Consider the following pair and select one.
Alternative A: receive $133 with 68% probability, and $0 with 32% probability
Alternative B: receive $91 for certain
Select the alternative you would rather have."
p2,794,26,gain,0,59,151,0.36,0.9214,2,True,B,"You are starting from $0. Consider the following pair and select one.
Alternative A: a certain gain of $59
Alternative B: a 36% chance to gain $151 and a 64% chance to gain nothing
Select the alternative you would rather have."
p2,1174,39,neutral,0,178,567,0.32,1.0193,2,True,B,"Consider the following pair and select one.
Alternative A: receive $178 for certain
Alternative B: receive $567 with 32% probability, and $0 with 68% probability
Select the alternative you would rather have."
p2,1106,36,mixed,98,98,227,0.47,1.0887,3,True,B,"You have been given $98 up front. You are entitled to one of two outcomes.
Outcome A: keep your $98 with no change
Outcome B: a 47% chance to rise to $227 (a gain of $129) and a 53% chance to drop to $0 (a loss of $98)
Choose the outcome you want."
p2,739,24,gain,0,168,214,0.76,0.9681,4,False,A,"You are starting from $0. A counterparty offers a one-time decision between two terms.
Term A: a 76% chance to gain $214 and a 24% chance to gain nothing
Term B: a certain gain of $168
Decide which term you take."
p2,1213,6,dominant,0,94,128,1.0,1.3617,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $128 for certain
Term B: receive $94 for certain
Decide which term you take."
p2,3,0,neutral,0,186,984,0.26,1.3755,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $984 with 26% probability, and $0 with 74% probability
Arrangement B: receive $186 for certain
Which arrangement do you take?"
p2,681,22,mixed,81,81,163,0.72,1.4489,0,False,A,"You have been given $81 up front. You must pick one of two payment options.
Option A: a 72% chance to rise to $163 (a gain of $82) and a 28% chance to drop to $0 (a loss of $81)
Option B: keep your $81 with no change
Pick the option you prefer."
p2,1204,2,dominant,0,162,174,1.0,1.0741,0,True,B,"You must pick one of two payment options.
Option A: receive $162 for certain
Option B: receive $174 for certain
Pick the option you prefer."
p2,936,31,neutral,0,51,151,0.29,0.8586,3,True,B,"You are entitled to one of two outcomes.
Outcome A: receive $51 for certain
Outcome B: receive $151 with 29% probability, and $0 with 71% probability
Choose the outcome you want."
p2,1152,38,gain,0,183,609,0.38,1.2646,1,True,B,"You are starting from $0. Two arrangements are available and you take exactly one.
Arrangement A: a certain gain of $183
Arrangement B: a 38% chance to gain $609 and a 62% chance to gain nothing
Which arrangement do you take?"
p2,354,11,mixed,54,54,68,0.81,1.02,2,True,B,"You have been given $54 up front. Consider the following pair and select one.
Alternative A: keep your $54 with no change
Alternative B: a 81% chance to rise to $68 (a gain of $14) and a 19% chance to drop to $0 (a loss of $54)
Select the alternative you would rather have."
p2,1144,38,neutral,0,183,609,0.38,1.2646,2,True,B,"Consider the following pair and select one.
Alternative A: receive $183 for certain
Alternative B: receive $609 with 38% probability, and $0 with 62% probability
Select the alternative you would rather have."
p2,1050,35,neutral,0,91,133,0.68,0.9938,0,True,B,"You must pick one of two payment options.
Option A: receive $91 for certain
Option B: receive $133 with 68% probability, and $0 with 32% probability
Pick the option you prefer."
p2,975,32,gain,0,131,236,0.57,1.0269,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 57% chance to gain $236 and a 43% chance to gain nothing
Alternative B: a certain gain of $131
Select the alternative you would rather have."
p2,1143,38,neutral,0,183,609,0.38,1.2646,1,False,A,"Two arrangements are available and you take exactly one.
Arrangement A: receive $609 with 38% probability, and $0 with 62% probability
Arrangement B: receive $183 for certain
Which arrangement do you take?"
p2,1119,37,neutral,0,151,252,0.68,1.1348,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $252 with 68% probability, and $0 with 32% probability
Term B: receive $151 for certain
Decide which term you take."
p2,290,9,mixed,49,49,153,0.26,0.8118,0,True,B,"You have been given $49 up front. You must pick one of two payment options.
Option A: keep your $49 with no change
Option B: a 26% chance to rise to $153 (a gain of $104) and a 74% chance to drop to $0 (a loss of $49)
Pick the option you prefer."
p2,819,27,neutral,0,166,433,0.53,1.3825,4,False,A,"A counterparty offers a one-time decision between two terms.
Term A: receive $433 with 53% probability, and $0 with 47% probability
Term B: receive $166 for certain
Decide which term you take."
p2,627,20,mixed,186,186,266,0.63,0.901,3,False,A,"You have been given $186 up front. You are entitled to one of two outcomes.
Outcome A: a 63% chance to rise to $266 (a gain of $80) and a 37% chance to drop to $0 (a loss of $186)
Outcome B: keep your $186 with no change
Choose the outcome you want."
p2,1048,34,mixed,52,52,96,0.63,1.1631,4,True,B,"You have been given $52 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $52 with no change
Term B: a 63% chance to rise to $96 (a gain of $44) and a 37% chance to drop to $0 (a loss of $52)
Decide which term you take."
p2,538,17,mixed,117,117,362,0.42,1.2995,4,True,B,"You have been given $117 up front. A counterparty offers a one-time decision between two terms.
Term A: keep your $117 with no change
Term B: a 42% chance to rise to $362 (a gain of $245) and a 58% chance to drop to $0 (a loss of $117)
Decide which term you take."
p2,495,16,gain,0,139,234,0.6,1.0101,2,False,A,"You are starting from $0. Consider the following pair and select one.
Alternative A: a 60% chance to gain $234 and a 40% chance to gain nothing
Alternative B: a certain gain of $139
Select the alternative you would rather have."
