instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,p_gamble,ab_mass,excluded,note
p2,1274,37,dominant,0,151,193,1.0,1.2781,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99996,1.0,0,massA=3.59e-05 massB=1
p2,707,23,gain,0,91,626,0.23,1.5822,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01133,1.0,0,massA=0.0113 massB=0.989
p2,1049,34,mixed,52,52,96,0.63,1.1631,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.98967,1.0,0,massA=0.99 massB=0.0103
p2,362,12,neutral,0,164,541,0.38,1.2535,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.92414,1.0,0,massA=0.0759 massB=0.924
p2,501,16,mixed,139,139,234,0.6,1.0101,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.98678,1.0,0,massA=0.987 massB=0.0132
p2,513,17,neutral,0,117,362,0.42,1.2995,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.09269,1.0,0,massA=0.0927 massB=0.907
p2,138,4,gain,0,29,71,0.55,1.3466,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.17329,1.0,0,massA=0.827 massB=0.173
p2,791,26,gain,0,59,151,0.36,0.9214,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01744,0.99999,0,massA=0.0174 massB=0.983
p2,956,31,mixed,51,51,151,0.29,0.8586,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.9985,1.0,0,massA=0.0015 massB=0.998
p2,909,30,neutral,0,149,447,0.26,0.78,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.02229,1.0,0,massA=0.0223 massB=0.978
p2,639,21,neutral,0,106,206,0.73,1.4187,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.19193,1.0,0,massA=0.192 massB=0.808
p2,21,0,mixed,186,186,984,0.26,1.3755,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.90731,1.0,0,massA=0.907 massB=0.0927
p2,837,27,mixed,166,166,433,0.53,1.3825,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99218,1.0,0,massA=0.992 massB=0.00782
p2,942,31,gain,0,51,151,0.29,0.8586,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.08756,1.0,0,massA=0.912 massB=0.0876
p2,412,13,mixed,72,72,88,0.64,0.7822,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.85195,1.0,0,massA=0.148 massB=0.852
p2,325,10,mixed,111,111,278,0.58,1.4526,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.98999,1.0,0,massA=0.99 massB=0.01
p2,1003,33,gain,0,142,446,0.53,1.6646,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.35577,1.0,0,massA=0.356 massB=0.644
p2,847,28,neutral,0,132,181,0.76,1.0421,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00649,1.0,0,massA=0.00649 massB=0.994
p2,112,3,mixed,46,46,158,0.33,1.1335,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.89029,1.0,0,massA=0.11 massB=0.89
p2,926,30,mixed,149,149,447,0.26,0.78,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99593,1.0,0,massA=0.00407 massB=0.996
p2,913,30,gain,0,149,447,0.26,0.78,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.0534,1.0,0,massA=0.0534 massB=0.947
p2,281,9,gain,0,49,153,0.26,0.8118,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01322,1.0,0,massA=0.0132 massB=0.987
p2,1251,25,dominant,0,124,182,1.0,1.4677,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99996,1.0,0,massA=1 massB=4.4e-05
p2,523,17,gain,0,117,362,0.42,1.2995,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.33459,1.0,0,massA=0.335 massB=0.665
p2,196,6,gain,0,94,101,0.71,0.7629,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.03021,1.0,0,massA=0.97 massB=0.0302
p2,1121,37,gain,0,151,252,0.68,1.1348,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.20181,0.99992,0,massA=0.202 massB=0.798
p2,673,22,gain,0,81,163,0.72,1.4489,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.38491,1.0,0,massA=0.385 massB=0.615
p2,775,25,mixed,124,124,207,0.76,1.2687,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.999,1.0,0,massA=0.999 massB=0.001
p2,1021,34,neutral,0,52,96,0.63,1.1631,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01972,1.0,0,massA=0.0197 massB=0.98
p2,903,30,neutral,0,149,447,0.26,0.78,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00573,1.0,0,massA=0.00573 massB=0.994
p2,1067,35,gain,0,91,133,0.68,0.9938,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.59267,1.0,0,massA=0.593 massB=0.407
p2,1056,35,neutral,0,91,133,0.68,0.9938,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99593,1.0,0,massA=0.00407 massB=0.996
p2,820,27,gain,0,166,433,0.53,1.3825,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.13296,1.0,0,massA=0.867 massB=0.133
p2,86,2,mixed,162,162,661,0.26,1.0609,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99288,1.0,0,massA=0.00712 massB=0.993
p2,334,11,neutral,0,54,68,0.81,1.02,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.85585,1.0,0,massA=0.144 massB=0.856
p2,102,3,gain,0,46,158,0.33,1.1335,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.0827,1.0,0,massA=0.917 massB=0.0827
p2,1172,39,neutral,0,178,567,0.32,1.0193,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.89029,1.0,0,massA=0.11 massB=0.89
p2,205,6,mixed,94,94,101,0.71,0.7629,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99673,1.0,0,massA=0.997 massB=0.00327
p2,898,29,mixed,79,79,81,0.83,0.851,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.9149,1.0,0,massA=0.0851 massB=0.915
p2,524,17,gain,0,117,362,0.42,1.2995,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.09009,1.0,0,massA=0.91 massB=0.0901
p2,738,24,gain,0,168,214,0.76,0.9681,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.55447,1.0,0,massA=0.446 massB=0.554
p2,1099,36,gain,0,98,227,0.47,1.0887,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.20689,1.0,0,massA=0.207 massB=0.793
p2,918,30,gain,0,149,447,0.26,0.78,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.01912,1.0,0,massA=0.981 massB=0.0191
p2,273,9,neutral,0,49,153,0.26,0.8118,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00832,1.0,0,massA=0.00832 massB=0.992
p2,331,11,neutral,0,54,68,0.81,1.02,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00858,1.0,0,massA=0.00858 massB=0.991
p2,500,16,mixed,139,139,234,0.6,1.0101,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.30736,1.0,0,massA=0.693 massB=0.307
p2,28,0,mixed,186,186,984,0.26,1.3755,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.97838,1.0,0,massA=0.0216 massB=0.978
p2,440,14,mixed,81,81,201,0.68,1.6874,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.92192,1.0,0,massA=0.0781 massB=0.922
p2,411,13,mixed,72,72,88,0.64,0.7822,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.81757,1.0,0,massA=0.818 massB=0.182
p2,750,25,neutral,0,124,207,0.76,1.2687,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.95791,1.0,0,massA=0.0421 massB=0.958
p2,642,21,gain,0,106,206,0.73,1.4187,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.51562,1.0,0,massA=0.484 massB=0.516
p2,1006,33,gain,0,142,446,0.53,1.6646,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.02518,1.0,0,massA=0.975 massB=0.0252
p2,944,31,gain,0,51,151,0.29,0.8586,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.01744,1.0,0,massA=0.983 massB=0.0174
p2,798,26,gain,0,59,151,0.36,0.9214,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.05033,1.0,0,massA=0.95 massB=0.0503
p2,774,25,mixed,124,124,207,0.76,1.2687,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.89912,1.0,0,massA=0.101 massB=0.899
p2,955,31,mixed,51,51,151,0.29,0.8586,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99854,1.0,0,massA=0.999 massB=0.00146
p2,1071,35,mixed,91,91,133,0.68,0.9938,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.97156,1.0,0,massA=0.972 massB=0.0284
p2,972,32,gain,0,131,236,0.57,1.0269,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.13661,1.0,0,massA=0.863 massB=0.137
p2,638,21,neutral,0,106,206,0.73,1.4187,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99288,1.0,0,massA=0.00712 massB=0.993
p2,236,7,mixed,63,63,98,0.64,0.9956,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99652,1.0,0,massA=0.00348 massB=0.997
p2,336,11,neutral,0,54,68,0.81,1.02,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99194,1.0,0,massA=0.00806 massB=0.992
p2,768,25,gain,0,124,207,0.76,1.2687,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.52342,1.0,0,massA=0.477 massB=0.523
p2,228,7,gain,0,63,98,0.64,0.9956,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.26894,1.0,0,massA=0.731 massB=0.269
p2,579,19,neutral,0,64,122,0.49,0.9341,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.02096,1.0,0,massA=0.021 massB=0.979
p2,145,4,mixed,29,29,71,0.55,1.3466,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99854,1.0,0,massA=0.999 massB=0.00146
p2,1273,36,dominant,0,98,155,1.0,1.5816,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99985,1.0,0,massA=1 massB=0.000149
p2,199,6,gain,0,94,101,0.71,0.7629,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.14415,1.0,0,massA=0.144 massB=0.856
p2,907,30,neutral,0,149,447,0.26,0.78,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00187,1.0,0,massA=0.00187 massB=0.998
p2,369,12,neutral,0,164,541,0.38,1.2535,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.09808,1.0,0,massA=0.0981 massB=0.902
p2,95,3,neutral,0,46,158,0.33,1.1335,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.10375,1.0,0,massA=0.104 massB=0.896
p2,1085,36,neutral,0,98,227,0.47,1.0887,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.17329,1.0,0,massA=0.173 massB=0.827
p2,842,28,neutral,0,132,181,0.76,1.0421,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.89912,1.0,0,massA=0.101 massB=0.899
p2,320,10,mixed,111,111,278,0.58,1.4526,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.74909,1.0,0,massA=0.251 massB=0.749
p2,917,30,gain,0,149,447,0.26,0.78,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.02931,1.0,0,massA=0.0293 massB=0.971
p2,169,5,gain,0,162,381,0.46,1.0819,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.5,1.0,0,massA=0.5 massB=0.5
p2,165,5,gain,0,162,381,0.46,1.0819,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.75491,1.0,0,massA=0.755 massB=0.245
p2,298,9,mixed,49,49,153,0.26,0.8118,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99567,1.0,0,massA=0.00433 massB=0.996
p2,486,16,neutral,0,139,234,0.6,1.0101,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99745,1.0,0,massA=0.00255 massB=0.997
p2,650,21,mixed,106,106,206,0.73,1.4187,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.74317,1.0,0,massA=0.257 massB=0.743
p2,13,0,gain,0,186,984,0.26,1.3755,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.05665,1.0,0,massA=0.0567 massB=0.943
p2,797,26,gain,0,59,151,0.36,0.9214,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.0656,1.0,0,massA=0.0656 massB=0.934
p2,300,10,neutral,0,111,278,0.58,1.4526,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98594,1.0,0,massA=0.0141 massB=0.986
p2,179,5,mixed,162,162,381,0.46,1.0819,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99142,1.0,0,massA=0.991 massB=0.00858
p2,450,15,neutral,0,82,113,0.74,1.0198,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.97771,1.0,0,massA=0.0223 massB=0.978
p2,99,3,neutral,0,46,158,0.33,1.1335,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.12252,1.0,0,massA=0.123 massB=0.877
p2,391,13,neutral,0,72,88,0.64,0.7822,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.0042,1.0,0,massA=0.0042 massB=0.996
p2,1066,35,gain,0,91,133,0.68,0.9938,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.04468,1.0,0,massA=0.955 massB=0.0447
p2,472,15,mixed,82,82,113,0.74,1.0198,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.95663,1.0,0,massA=0.0434 massB=0.957
p2,1214,7,dominant,0,63,81,1.0,1.2857,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98831,1.0,0,massA=0.0117 massB=0.988
p2,248,8,neutral,0,62,263,0.33,1.3998,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99912,1.0,0,massA=0.000883 massB=0.999
p2,1271,35,dominant,0,91,107,1.0,1.1758,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.9984,1.0,0,massA=0.998 massB=0.0016
p2,451,15,neutral,0,82,113,0.74,1.0198,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01912,1.0,0,massA=0.0191 massB=0.981
p2,174,5,mixed,162,162,381,0.46,1.0819,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.69264,1.0,0,massA=0.307 massB=0.693
p2,878,29,neutral,0,79,81,0.83,0.851,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99331,1.0,0,massA=0.00669 massB=0.993
p2,373,12,gain,0,164,541,0.38,1.2535,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.23935,1.0,0,massA=0.239 massB=0.761
p2,508,16,mixed,139,139,234,0.6,1.0101,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.95114,1.0,0,massA=0.0489 massB=0.951
p2,1180,39,gain,0,178,567,0.32,1.0193,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.0341,1.0,0,massA=0.966 massB=0.0341
p2,1249,24,dominant,0,168,180,1.0,1.0714,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.9984,1.0,0,massA=0.998 massB=0.0016
p2,36,1,neutral,0,58,116,0.66,1.32,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99673,1.0,0,massA=0.00327 massB=0.997
p2,931,31,neutral,0,51,151,0.29,0.8586,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00187,1.0,0,massA=0.00187 massB=0.998
p2,134,4,gain,0,29,71,0.55,1.3466,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.19193,1.0,0,massA=0.808 massB=0.192
p2,543,18,neutral,0,41,61,0.58,0.8629,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.14034,1.0,0,massA=0.14 massB=0.86
p2,613,20,gain,0,186,266,0.63,0.901,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.47658,1.0,0,massA=0.477 massB=0.523
p2,1179,39,neutral,0,178,567,0.32,1.0193,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.09269,1.0,0,massA=0.0927 massB=0.907
p2,693,23,neutral,0,91,626,0.23,1.5822,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00371,1.0,0,massA=0.00371 massB=0.996
p2,1052,35,neutral,0,91,133,0.68,0.9938,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.96267,1.0,0,massA=0.0373 massB=0.963
p2,883,29,gain,0,79,81,0.83,0.851,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.2227,1.0,0,massA=0.223 massB=0.777
p2,691,23,neutral,0,91,626,0.23,1.5822,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00088,1.0,0,massA=0.000883 massB=0.999
p2,784,26,neutral,0,59,151,0.36,0.9214,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.80807,1.0,0,massA=0.192 massB=0.808
p2,164,5,gain,0,162,381,0.46,1.0819,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.04209,1.0,0,massA=0.958 massB=0.0421
p2,176,5,mixed,162,162,381,0.46,1.0819,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99142,1.0,0,massA=0.00858 massB=0.991
p2,303,10,neutral,0,111,278,0.58,1.4526,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.04468,1.0,0,massA=0.0447 massB=0.955
p2,893,29,mixed,79,79,81,0.83,0.851,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.96378,1.0,0,massA=0.964 massB=0.0362
p2,479,15,mixed,82,82,113,0.74,1.0198,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99662,1.0,0,massA=0.997 massB=0.00338
p2,125,4,neutral,0,29,71,0.55,1.3466,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.53121,1.0,0,massA=0.531 massB=0.469
p2,161,5,gain,0,162,381,0.46,1.0819,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01282,0.99999,0,massA=0.0128 massB=0.987
p2,107,3,gain,0,46,158,0.33,1.1335,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.02676,1.0,0,massA=0.0268 massB=0.973
p2,1171,39,neutral,0,178,567,0.32,1.0193,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00649,1.0,0,massA=0.00649 massB=0.994
p2,633,21,neutral,0,106,206,0.73,1.4187,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.02931,1.0,0,massA=0.0293 massB=0.971
p2,619,20,gain,0,186,266,0.63,0.901,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.46879,1.0,0,massA=0.469 massB=0.531
p2,724,24,neutral,0,168,214,0.76,0.9681,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.9679,1.0,0,massA=0.0321 massB=0.968
p2,964,32,neutral,0,131,236,0.57,1.0269,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.85966,1.0,0,massA=0.14 massB=0.86
p2,535,17,mixed,117,117,362,0.42,1.2995,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.9659,1.0,0,massA=0.966 massB=0.0341
p2,1247,23,dominant,0,91,132,1.0,1.4505,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99966,1.0,0,massA=1 massB=0.000335
p2,1237,18,dominant,0,41,88,1.0,2.1463,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99936,1.0,0,massA=0.999 massB=0.000636
p2,1015,33,mixed,142,142,446,0.53,1.6646,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99462,1.0,0,massA=0.995 massB=0.00538
p2,905,30,neutral,0,149,447,0.26,0.78,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.06371,1.0,0,massA=0.0637 massB=0.936
p2,261,8,mixed,62,62,263,0.33,1.3998,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.80317,1.0,0,massA=0.803 massB=0.197
p2,602,20,neutral,0,186,266,0.63,0.901,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.95791,1.0,0,massA=0.0421 massB=0.958
p2,1230,15,dominant,0,82,114,1.0,1.3902,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98504,1.0,0,massA=0.015 massB=0.985
p2,965,32,neutral,0,131,236,0.57,1.0269,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.23935,1.0,0,massA=0.239 massB=0.761
p2,808,26,mixed,59,59,151,0.36,0.9214,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98201,1.0,0,massA=0.018 massB=0.982
p2,679,22,gain,0,81,163,0.72,1.4489,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.31405,1.0,0,massA=0.314 massB=0.686
p2,830,27,mixed,166,166,433,0.53,1.3825,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.85966,1.0,0,massA=0.14 massB=0.86
p2,753,25,neutral,0,124,207,0.76,1.2687,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.17781,1.0,0,massA=0.178 massB=0.822
p2,655,21,mixed,106,106,206,0.73,1.4187,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99859,1.0,0,massA=0.999 massB=0.00141
p2,84,2,mixed,162,162,661,0.26,1.0609,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.80807,1.0,0,massA=0.192 massB=0.808
p2,1234,17,dominant,0,117,129,1.0,1.1026,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98757,1.0,0,massA=0.0124 massB=0.988
p2,242,8,neutral,0,62,263,0.33,1.3998,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.94967,1.0,0,massA=0.0503 massB=0.95
p2,1228,14,dominant,0,81,135,1.0,1.6667,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98409,1.0,0,massA=0.0159 massB=0.984
p2,78,2,gain,0,162,661,0.26,1.0609,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.08036,1.0,0,massA=0.92 massB=0.0804
p2,504,16,mixed,139,139,234,0.6,1.0101,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.83114,1.0,0,massA=0.169 massB=0.831
p2,823,27,gain,0,166,433,0.53,1.3825,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.18713,1.0,0,massA=0.187 massB=0.813
p2,167,5,gain,0,162,381,0.46,1.0819,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.0851,1.0,0,massA=0.0851 massB=0.915
p2,873,29,neutral,0,79,81,0.83,0.851,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.06188,1.0,0,massA=0.0619 massB=0.938
p2,814,27,neutral,0,166,433,0.53,1.3825,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.84797,1.0,0,massA=0.152 massB=0.848
p2,729,24,neutral,0,168,214,0.76,0.9681,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.19193,1.0,0,massA=0.192 massB=0.808
p2,606,20,neutral,0,186,266,0.63,0.901,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99331,1.0,0,massA=0.00669 massB=0.993
p2,562,18,mixed,41,41,61,0.58,0.8629,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.95791,1.0,0,massA=0.0421 massB=0.958
p2,547,18,neutral,0,41,61,0.58,0.8629,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.01972,1.0,0,massA=0.0197 massB=0.98
p2,1029,34,neutral,0,52,96,0.63,1.1631,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.4225,1.0,0,massA=0.423 massB=0.577
p2,461,15,gain,0,82,113,0.74,1.0198,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.04209,0.99998,0,massA=0.0421 massB=0.958
p2,140,4,mixed,29,29,71,0.55,1.3466,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.89912,1.0,0,massA=0.101 massB=0.899
p2,223,7,gain,0,63,98,0.64,0.9956,1,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.4225,1.0,0,massA=0.423 massB=0.577
p2,966,32,neutral,0,131,236,0.57,1.0269,3,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.99795,1.0,0,massA=0.00205 massB=0.998
p2,614,20,gain,0,186,266,0.63,0.901,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.14805,1.0,0,massA=0.852 massB=0.148
p2,367,12,neutral,0,164,541,0.38,1.2535,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00187,1.0,0,massA=0.00187 massB=0.998
p2,439,14,gain,0,81,201,0.68,1.6874,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.39981,1.0,0,massA=0.4 massB=0.6
p2,358,11,mixed,54,54,68,0.81,1.02,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98409,1.0,0,massA=0.0159 massB=0.984
p2,569,18,mixed,41,41,61,0.58,0.8629,4,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99265,1.0,0,massA=0.993 massB=0.00735
p2,1125,37,gain,0,151,252,0.68,1.1348,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99242,1.0,0,massA=0.992 massB=0.00758
p2,874,29,neutral,0,79,81,0.83,0.851,2,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.9149,1.0,0,massA=0.0851 massB=0.915
p2,157,5,neutral,0,162,381,0.46,1.0819,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00407,1.0,0,massA=0.00407 massB=0.996
p2,1142,38,neutral,0,183,609,0.38,1.2646,1,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.95397,1.0,0,massA=0.046 massB=0.954
p2,188,6,neutral,0,94,101,0.71,0.7629,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.98867,1.0,0,massA=0.0113 massB=0.989
p2,327,10,mixed,111,111,278,0.58,1.4526,3,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.99462,1.0,0,massA=0.995 massB=0.00538
p2,838,27,mixed,166,166,433,0.53,1.3825,4,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.97967,1.0,0,massA=0.0203 massB=0.98
p2,811,27,neutral,0,166,433,0.53,1.3825,0,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.00712,1.0,0,massA=0.00712 massB=0.993
p2,1060,35,gain,0,91,133,0.68,0.9938,0,True,B,Qwen/Qwen2.5-7B-Instruct,chat,0.16886,1.0,0,massA=0.831 massB=0.169
p2,185,6,neutral,0,94,101,0.71,0.7629,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.12592,1.0,0,massA=0.126 massB=0.874
p2,155,5,neutral,0,162,381,0.46,1.0819,2,False,A,Qwen/Qwen2.5-7B-Instruct,chat,0.10375,1.0,0,massA=0.104 massB=0.896
