instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p2,325,10,mixed,111,111,278,0.58,1.4526,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.93343,0.9958,0,massA=0.93 massB=0.0663
p2,1003,33,gain,0,142,446,0.53,1.6646,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.18011,0.99967,0,massA=0.18 massB=0.82
p2,847,28,neutral,0,132,181,0.76,1.0421,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.44939,0.99958,0,massA=0.449 massB=0.55
p2,112,3,mixed,46,46,158,0.33,1.1335,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.68931,0.99906,0,massA=0.31 massB=0.689
p2,926,30,mixed,149,149,447,0.26,0.78,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.10521,0.99969,0,massA=0.895 massB=0.105
p2,913,30,gain,0,149,447,0.26,0.78,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.10669,0.99969,0,massA=0.107 massB=0.893
p2,281,9,gain,0,49,153,0.26,0.8118,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.50391,0.99774,0,massA=0.503 massB=0.495
p2,1251,25,dominant,0,124,182,1.0,1.4677,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.84797,0.99966,0,massA=0.848 massB=0.152
p2,523,17,gain,0,117,362,0.42,1.2995,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.13846,0.99964,0,massA=0.138 massB=0.861
p2,196,6,gain,0,94,101,0.71,0.7629,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.63341,0.99991,0,massA=0.367 massB=0.633
p2,1121,37,gain,0,151,252,0.68,1.1348,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.63341,0.99752,0,massA=0.632 massB=0.366
p2,673,22,gain,0,81,163,0.72,1.4489,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.16027,0.9996,0,massA=0.16 massB=0.839
p2,775,25,mixed,124,124,207,0.76,1.2687,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95114,0.99719,0,massA=0.948 massB=0.0487
p2,1021,34,neutral,0,52,96,0.63,1.1631,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.80563,0.99482,0,massA=0.801 massB=0.193
p2,903,30,neutral,0,149,447,0.26,0.78,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.17329,0.99988,0,massA=0.173 massB=0.827
p2,1067,35,gain,0,91,133,0.68,0.9938,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.36659,0.99964,0,massA=0.366 massB=0.633
p2,1056,35,neutral,0,91,133,0.68,0.9938,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.64064,0.99967,0,massA=0.359 massB=0.64
p2,820,27,gain,0,166,433,0.53,1.3825,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.70579,0.99965,0,massA=0.294 massB=0.706
p2,86,2,mixed,162,162,661,0.26,1.0609,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.14034,0.9994,0,massA=0.859 massB=0.14
p2,334,11,neutral,0,54,68,0.81,1.02,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.67918,0.9975,0,massA=0.32 massB=0.677
p2,102,3,gain,0,46,158,0.33,1.1335,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.93046,0.99953,0,massA=0.0695 massB=0.93
p2,1172,39,neutral,0,178,567,0.32,1.0193,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.71223,0.99974,0,massA=0.288 massB=0.712
p2,205,6,mixed,94,94,101,0.71,0.7629,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.91118,0.9951,0,massA=0.907 massB=0.0884
p2,898,29,mixed,79,79,81,0.83,0.851,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.74017,0.99923,0,massA=0.26 massB=0.74
p2,524,17,gain,0,117,362,0.42,1.2995,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.68595,0.99967,0,massA=0.314 massB=0.686
p2,738,24,gain,0,168,214,0.76,0.9681,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99861,0.99835,0,massA=0.00139 massB=0.997
p2,1099,36,gain,0,98,227,0.47,1.0887,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.0737,0.98982,0,massA=0.0729 massB=0.917
p2,918,30,gain,0,149,447,0.26,0.78,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.98935,0.99901,0,massA=0.0106 massB=0.988
p2,273,9,neutral,0,49,153,0.26,0.8118,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.2227,0.9998,0,massA=0.223 massB=0.777
p2,331,11,neutral,0,54,68,0.81,1.02,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.79053,0.9982,0,massA=0.789 massB=0.209
p2,500,16,mixed,139,139,234,0.6,1.0101,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.24799,0.99676,0,massA=0.75 massB=0.247
p2,28,0,mixed,186,186,984,0.26,1.3755,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.8872,0.99895,0,massA=0.113 massB=0.886
p2,440,14,mixed,81,81,201,0.68,1.6874,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.33808,0.99633,0,massA=0.659 massB=0.337
p2,411,13,mixed,72,72,88,0.64,0.7822,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.91368,0.98644,0,massA=0.901 massB=0.0852
p2,750,25,neutral,0,124,207,0.76,1.2687,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.66888,0.99929,0,massA=0.331 massB=0.668
p2,642,21,gain,0,106,206,0.73,1.4187,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.96095,0.99922,0,massA=0.039 massB=0.96
p2,1006,33,gain,0,142,446,0.53,1.6646,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.57368,0.99993,0,massA=0.426 massB=0.574
p2,944,31,gain,0,51,151,0.29,0.8586,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.45714,0.99973,0,massA=0.543 massB=0.457
p2,798,26,gain,0,59,151,0.36,0.9214,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99795,0.99808,0,massA=0.00205 massB=0.996
p2,774,25,mixed,124,124,207,0.76,1.2687,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.24509,0.99639,0,massA=0.752 massB=0.244
p2,955,31,mixed,51,51,151,0.29,0.8586,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.90192,0.99527,0,massA=0.898 massB=0.0976
p2,1071,35,mixed,91,91,133,0.68,0.9938,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.85391,0.98609,0,massA=0.842 massB=0.144
p2,972,32,gain,0,131,236,0.57,1.0269,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.97737,0.99934,0,massA=0.0226 massB=0.977
p2,638,21,neutral,0,106,206,0.73,1.4187,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95257,0.99788,0,massA=0.0473 massB=0.951
p2,236,7,mixed,63,63,98,0.64,0.9956,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.2227,0.99898,0,massA=0.777 massB=0.222
p2,336,11,neutral,0,54,68,0.81,1.02,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.61509,0.99968,0,massA=0.385 massB=0.615
p2,768,25,gain,0,124,207,0.76,1.2687,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99852,0.99799,0,massA=0.00147 massB=0.997
p2,228,7,gain,0,63,98,0.64,0.9956,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99876,0.99558,0,massA=0.00124 massB=0.994
p2,579,19,neutral,0,64,122,0.49,0.9341,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.31743,0.99613,0,massA=0.316 massB=0.68
p2,145,4,mixed,29,29,71,0.55,1.3466,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95728,0.9966,0,massA=0.954 massB=0.0426
p2,1273,36,dominant,0,98,155,1.0,1.5816,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.9923,0.99981,0,massA=0.992 massB=0.00769
p2,199,6,gain,0,94,101,0.71,0.7629,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.08152,0.98593,0,massA=0.0804 massB=0.906
p2,907,30,neutral,0,149,447,0.26,0.78,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.32767,0.99973,0,massA=0.328 massB=0.672
p2,369,12,neutral,0,164,541,0.38,1.2535,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.39234,0.99703,0,massA=0.391 massB=0.606
p2,95,3,neutral,0,46,158,0.33,1.1335,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.48438,0.99749,0,massA=0.483 massB=0.514
p2,1085,36,neutral,0,98,227,0.47,1.0887,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.55061,0.9974,0,massA=0.549 massB=0.448
p2,842,28,neutral,0,132,181,0.76,1.0421,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.67918,0.99977,0,massA=0.321 massB=0.679
p2,320,10,mixed,111,111,278,0.58,1.4526,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.29747,0.99496,0,massA=0.699 massB=0.296
p2,917,30,gain,0,149,447,0.26,0.78,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.3522,0.99988,0,massA=0.352 massB=0.648
p2,169,5,gain,0,162,381,0.46,1.0819,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.0827,0.98603,0,massA=0.0815 massB=0.904
p2,165,5,gain,0,162,381,0.46,1.0819,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.51562,0.9989,0,massA=0.515 massB=0.484
p2,298,9,mixed,49,49,153,0.26,0.8118,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.88404,0.99932,0,massA=0.116 massB=0.883
p2,486,16,neutral,0,139,234,0.6,1.0101,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.67576,0.99964,0,massA=0.324 massB=0.676
p2,650,21,mixed,106,106,206,0.73,1.4187,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.26284,0.99653,0,massA=0.735 massB=0.262
p2,13,0,gain,0,186,984,0.26,1.3755,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.12765,0.9997,0,massA=0.128 massB=0.872
p2,797,26,gain,0,59,151,0.36,0.9214,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.28141,0.99971,0,massA=0.281 massB=0.718
p2,300,10,neutral,0,111,278,0.58,1.4526,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.63703,0.99946,0,massA=0.363 massB=0.637
p2,179,5,mixed,162,162,381,0.46,1.0819,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.27202,0.99316,0,massA=0.27 massB=0.723
p2,450,15,neutral,0,82,113,0.74,1.0198,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.70253,0.99951,0,massA=0.297 massB=0.702
p2,99,3,neutral,0,46,158,0.33,1.1335,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.34511,0.99737,0,massA=0.344 massB=0.653
p2,391,13,neutral,0,72,88,0.64,0.7822,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.78793,0.99632,0,massA=0.785 massB=0.211
p2,1066,35,gain,0,91,133,0.68,0.9938,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.71223,0.9999,0,massA=0.288 massB=0.712
p2,472,15,mixed,82,82,113,0.74,1.0198,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.70253,0.99873,0,massA=0.297 massB=0.702
p2,1214,7,dominant,0,63,81,1.0,1.2857,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.76908,0.99905,0,massA=0.231 massB=0.768
p2,248,8,neutral,0,62,263,0.33,1.3998,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.88404,0.9982,0,massA=0.116 massB=0.882
p2,1271,35,dominant,0,91,107,1.0,1.1758,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.90599,0.99965,0,massA=0.906 massB=0.094
p2,451,15,neutral,0,82,113,0.74,1.0198,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.81989,0.99826,0,massA=0.818 massB=0.18
p2,174,5,mixed,162,162,381,0.46,1.0819,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.26284,0.99756,0,massA=0.735 massB=0.262
p2,878,29,neutral,0,79,81,0.83,0.851,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.96211,0.9976,0,massA=0.0378 massB=0.96
p2,373,12,gain,0,164,541,0.38,1.2535,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.1192,0.99967,0,massA=0.119 massB=0.881
p2,508,16,mixed,139,139,234,0.6,1.0101,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.86704,0.99927,0,massA=0.133 massB=0.866
p2,1180,39,gain,0,178,567,0.32,1.0193,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.72487,0.99973,0,massA=0.275 massB=0.725
p2,1249,24,dominant,0,168,180,1.0,1.0714,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.90599,0.99977,0,massA=0.906 massB=0.094
p2,36,1,neutral,0,58,116,0.66,1.32,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.55833,0.99974,0,massA=0.442 massB=0.558
p2,931,31,neutral,0,51,151,0.29,0.8586,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.63703,0.99834,0,massA=0.636 massB=0.362
p2,134,4,gain,0,29,71,0.55,1.3466,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.86883,0.99957,0,massA=0.131 massB=0.868
p2,543,18,neutral,0,41,61,0.58,0.8629,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62612,0.99977,0,massA=0.626 massB=0.374
p2,613,20,gain,0,186,266,0.63,0.901,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.18011,0.99949,0,massA=0.18 massB=0.819
p2,1179,39,neutral,0,178,567,0.32,1.0193,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.44553,0.99597,0,massA=0.444 massB=0.552
p2,693,23,neutral,0,91,626,0.23,1.5822,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.17106,0.99987,0,massA=0.171 massB=0.829
p2,1052,35,neutral,0,91,133,0.68,0.9938,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.74017,0.99968,0,massA=0.26 massB=0.74
p2,883,29,gain,0,79,81,0.83,0.851,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.29747,0.99951,0,massA=0.297 massB=0.702
p2,691,23,neutral,0,91,626,0.23,1.5822,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.50391,0.9984,0,massA=0.503 massB=0.495
p2,784,26,neutral,0,59,151,0.36,0.9214,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.66541,0.99708,0,massA=0.334 massB=0.663
p2,164,5,gain,0,162,381,0.46,1.0819,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.77458,0.99967,0,massA=0.225 massB=0.774
p2,176,5,mixed,162,162,381,0.46,1.0819,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.11596,0.99955,0,massA=0.884 massB=0.116
p2,303,10,neutral,0,111,278,0.58,1.4526,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.32424,0.99979,0,massA=0.324 massB=0.676
p2,893,29,mixed,79,79,81,0.83,0.851,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.41111,0.99892,0,massA=0.411 massB=0.588
p2,479,15,mixed,82,82,113,0.74,1.0198,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.23092,0.97784,0,massA=0.226 massB=0.752
p2,125,4,neutral,0,29,71,0.55,1.3466,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.72487,0.99691,0,massA=0.723 massB=0.274
p2,161,5,gain,0,162,381,0.46,1.0819,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.5351,0.99767,0,massA=0.534 massB=0.464
p2,107,3,gain,0,46,158,0.33,1.1335,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.37754,0.99977,0,massA=0.377 massB=0.622
p2,1171,39,neutral,0,178,567,0.32,1.0193,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.66888,0.99862,0,massA=0.668 massB=0.331
p2,633,21,neutral,0,106,206,0.73,1.4187,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.46102,0.99988,0,massA=0.461 massB=0.539
p2,619,20,gain,0,186,266,0.63,0.901,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.09671,0.96744,0,massA=0.0936 massB=0.874
p2,724,24,neutral,0,168,214,0.76,0.9681,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.73716,0.99802,0,massA=0.262 massB=0.736
p2,964,32,neutral,0,131,236,0.57,1.0269,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.69596,0.99817,0,massA=0.303 massB=0.695
p2,535,17,mixed,117,117,362,0.42,1.2995,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.9344,0.99694,0,massA=0.932 massB=0.0654
p2,1247,23,dominant,0,91,132,1.0,1.4505,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.62977,0.99903,0,massA=0.629 massB=0.37
p2,1237,18,dominant,0,41,88,1.0,2.1463,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.98527,0.99972,0,massA=0.985 massB=0.0147
p2,1015,33,mixed,142,142,446,0.53,1.6646,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.95397,0.99836,0,massA=0.952 massB=0.046
p2,905,30,neutral,0,149,447,0.26,0.78,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.50391,0.99782,0,massA=0.503 massB=0.495
p2,261,8,mixed,62,62,263,0.33,1.3998,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.85966,0.99164,0,massA=0.852 massB=0.139
p2,602,20,neutral,0,186,266,0.63,0.901,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.71859,0.99969,0,massA=0.281 massB=0.718
p2,1230,15,dominant,0,82,114,1.0,1.3902,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.85585,0.99961,0,massA=0.144 massB=0.856
p2,965,32,neutral,0,131,236,0.57,1.0269,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.73412,0.99777,0,massA=0.732 massB=0.265
p2,808,26,mixed,59,59,151,0.36,0.9214,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.8977,0.99927,0,massA=0.102 massB=0.897
p2,679,22,gain,0,81,163,0.72,1.4489,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.09947,0.99042,0,massA=0.0985 massB=0.892
p2,830,27,mixed,166,166,433,0.53,1.3825,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.25983,0.99603,0,massA=0.737 massB=0.259
p2,753,25,neutral,0,124,207,0.76,1.2687,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.56602,0.99986,0,massA=0.566 massB=0.434
p2,655,21,mixed,106,106,206,0.73,1.4187,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.94815,0.99746,0,massA=0.946 massB=0.0517
p2,84,2,mixed,162,162,661,0.26,1.0609,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.28141,0.99633,0,massA=0.716 massB=0.28
p2,1234,17,dominant,0,117,129,1.0,1.1026,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.84183,0.99934,0,massA=0.158 massB=0.841
p2,242,8,neutral,0,62,263,0.33,1.3998,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65135,0.99983,0,massA=0.349 massB=0.651
p2,1228,14,dominant,0,81,135,1.0,1.6667,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.79566,0.99959,0,massA=0.204 massB=0.795
p2,78,2,gain,0,162,661,0.26,1.0609,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.99462,0.99868,0,massA=0.00538 massB=0.993
p2,504,16,mixed,139,139,234,0.6,1.0101,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.30075,0.99527,0,massA=0.696 massB=0.299
p2,823,27,gain,0,166,433,0.53,1.3825,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.1561,0.99964,0,massA=0.156 massB=0.844
p2,167,5,gain,0,162,381,0.46,1.0819,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.29098,0.9998,0,massA=0.291 massB=0.709
p2,873,29,neutral,0,79,81,0.83,0.851,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.79053,0.99986,0,massA=0.79 massB=0.209
p2,814,27,neutral,0,166,433,0.53,1.3825,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.67576,0.99819,0,massA=0.324 massB=0.675
p2,729,24,neutral,0,168,214,0.76,0.9681,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.4149,0.99695,0,massA=0.414 massB=0.583
p2,606,20,neutral,0,186,266,0.63,0.901,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.65489,0.99958,0,massA=0.345 massB=0.655
p2,562,18,mixed,41,41,61,0.58,0.8629,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.76348,0.99861,0,massA=0.236 massB=0.762
p2,547,18,neutral,0,41,61,0.58,0.8629,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.52732,0.9996,0,massA=0.527 massB=0.472
p2,1029,34,neutral,0,52,96,0.63,1.1631,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.36659,0.99352,0,massA=0.364 massB=0.629
p2,461,15,gain,0,82,113,0.74,1.0198,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.57368,0.9978,0,massA=0.572 massB=0.425
p2,140,4,mixed,29,29,71,0.55,1.3466,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.31405,0.99734,0,massA=0.684 massB=0.313
p2,223,7,gain,0,63,98,0.64,0.9956,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.26284,0.9995,0,massA=0.263 massB=0.737
p2,966,32,neutral,0,131,236,0.57,1.0269,3,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.57368,0.99979,0,massA=0.426 massB=0.574
p2,614,20,gain,0,186,266,0.63,0.901,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.87235,0.99913,0,massA=0.128 massB=0.872
p2,367,12,neutral,0,164,541,0.38,1.2535,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.31069,0.9997,0,massA=0.311 massB=0.689
p2,439,14,gain,0,81,201,0.68,1.6874,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.08632,0.99014,0,massA=0.0855 massB=0.905
p2,358,11,mixed,54,54,68,0.81,1.02,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.83114,0.99937,0,massA=0.169 massB=0.831
p2,569,18,mixed,41,41,61,0.58,0.8629,4,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.17329,0.97334,0,massA=0.169 massB=0.805
p2,1125,37,gain,0,151,252,0.68,1.1348,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.61878,0.99832,0,massA=0.618 massB=0.381
p2,874,29,neutral,0,79,81,0.83,0.851,2,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.72798,0.99786,0,massA=0.271 massB=0.726
p2,157,5,neutral,0,162,381,0.46,1.0819,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.39607,0.99964,0,massA=0.396 massB=0.604
p2,1142,38,neutral,0,183,609,0.38,1.2646,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.67233,0.99978,0,massA=0.328 massB=0.672
p2,188,6,neutral,0,94,101,0.71,0.7629,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.92079,0.99725,0,massA=0.079 massB=0.918
p2,327,10,mixed,111,111,278,0.58,1.4526,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.70902,0.99592,0,massA=0.706 massB=0.29
p2,838,27,mixed,166,166,433,0.53,1.3825,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.90862,0.99927,0,massA=0.0913 massB=0.908
p2,811,27,neutral,0,166,433,0.53,1.3825,0,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.76348,0.99739,0,massA=0.761 massB=0.236
p2,1060,35,gain,0,91,133,0.68,0.9938,0,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.87408,0.99946,0,massA=0.126 massB=0.874
p2,185,6,neutral,0,94,101,0.71,0.7629,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.7773,0.99793,0,massA=0.776 massB=0.222
p2,155,5,neutral,0,162,381,0.46,1.0819,2,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.60393,0.99806,0,massA=0.603 massB=0.395
p2,533,17,mixed,117,117,362,0.42,1.2995,1,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.31743,0.99909,0,massA=0.317 massB=0.682
p2,1118,37,neutral,0,151,252,0.68,1.1348,4,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.96378,0.99577,0,massA=0.0361 massB=0.96
p2,1192,39,mixed,178,178,567,0.32,1.0193,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.74909,0.99913,0,massA=0.251 massB=0.748
p2,692,23,neutral,0,91,626,0.23,1.5822,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.58889,0.99982,0,massA=0.411 massB=0.589
p2,582,19,gain,0,64,122,0.49,0.9341,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.8977,0.9992,0,massA=0.102 massB=0.897
p2,852,28,gain,0,132,181,0.76,1.0421,1,True,B,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.97241,0.99895,0,massA=0.0276 massB=0.971
p2,667,22,neutral,0,81,163,0.72,1.4489,3,False,A,meta-llama/Llama-3.1-8B-Instruct,chat,none,0.49219,0.99957,0,massA=0.492 massB=0.508
